experiment,dataset,method,seed,trial,accuracy,best_so_far,elapsed_sec
exp1_baseline,CIFAR-100,TPE+Pruner,42,3,0.583,0.747,
exp1_baseline,CIFAR-100,TPE+Pruner,42,4,0.7302,0.747,
exp1_baseline,CIFAR-100,TPE+Pruner,42,5,0.5678,0.747,
exp1_baseline,CIFAR-100,TPE+Pruner,42,6,0.017,0.747,
exp1_baseline,CIFAR-100,TPE+Pruner,42,7,0.188,0.747,
exp1_baseline,CIFAR-100,TPE+Pruner,42,8,0.7578,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,9,0.7192,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,10,0.4744,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,11,0.1902,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,12,0.4582,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,13,0.6544,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,14,0.662,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,15,0.491,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,16,0.5374,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,17,0.611,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,18,0.4944,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,19,0.5364,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,20,0.4572,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,21,0.4542,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,22,0.63,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,23,0.4928,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,24,0.5116,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,42,25,0.015,0.7578,
exp1_baseline,CIFAR-100,TPE+Pruner,43,1,0.075,0.075,
exp1_baseline,CIFAR-100,TPE+Pruner,43,2,0.7412,0.7412,
exp1_baseline,CIFAR-100,TPE+Pruner,43,3,0.54,0.7412,
exp1_baseline,CIFAR-100,TPE+Pruner,43,4,0.6852,0.7412,
exp1_baseline,CIFAR-100,TPE+Pruner,43,5,0.4438,0.7412,
exp1_baseline,CIFAR-100,TPE+Pruner,43,6,0.013,0.7412,
exp1_baseline,CIFAR-100,TPE+Pruner,43,7,0.4618,0.7412,
exp1_baseline,CIFAR-100,TPE+Pruner,43,8,0.754,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,9,0.6546,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,10,0.5522,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,11,0.5128,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,12,0.5188,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,13,0.0572,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,14,0.701,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,15,0.6994,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,16,0.6516,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,17,0.7454,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,18,0.1458,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,19,0.1032,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,20,0.5814,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,21,0.0158,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,22,0.251,0.754,
exp1_baseline,CIFAR-100,TPE+Pruner,43,23,0.7544,0.7544,
exp1_baseline,CIFAR-100,TPE+Pruner,43,24,0.2584,0.7544,
exp1_baseline,CIFAR-100,TPE+Pruner,43,25,0.4544,0.7544,
exp1_baseline,CIFAR-100,TPE+Pruner,44,1,0.4444,0.4444,
exp1_baseline,CIFAR-100,TPE+Pruner,44,2,0.6406,0.6406,
exp1_baseline,CIFAR-100,TPE+Pruner,44,3,0.3946,0.6406,
exp1_baseline,CIFAR-100,TPE+Pruner,44,4,0.7562,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,5,0.1784,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,6,0.6576,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,7,0.469,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,8,0.6614,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,9,0.1914,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,10,0.599,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,11,0.7026,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,12,0.0168,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,13,0.7554,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,14,0.7096,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,15,0.4368,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,16,0.75,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,17,0.726,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,18,0.6542,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,19,0.0714,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,20,0.706,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,21,0.5858,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,22,0.401,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,23,0.0116,0.7562,
exp1_baseline,CIFAR-100,TPE+Pruner,44,24,0.7648,0.7648,
exp1_baseline,CIFAR-100,TPE+Pruner,44,25,0.7016,0.7648,
exp1_baseline,CIFAR-100,Random,42,1,0.58,0.58,
exp1_baseline,CIFAR-100,Random,42,2,0.6276,0.6276,
exp1_baseline,CIFAR-100,Random,42,3,0.7304,0.7304,
exp1_baseline,CIFAR-100,Random,42,4,0.528,0.7304,
exp1_baseline,CIFAR-100,Random,42,5,0.5418,0.7304,
exp1_baseline,CIFAR-100,Random,42,6,0.6666,0.7304,
exp1_baseline,CIFAR-100,Random,42,7,0.03,0.7304,
exp1_baseline,CIFAR-100,Random,42,8,0.4868,0.7304,
exp1_baseline,CIFAR-100,Random,42,9,0.375,0.7304,
exp1_baseline,CIFAR-100,Random,42,10,0.5142,0.7304,
exp1_baseline,CIFAR-100,Random,42,11,0.5982,0.7304,
exp1_baseline,CIFAR-100,Random,42,12,0.7058,0.7304,
exp1_baseline,CIFAR-100,Random,42,13,0.4564,0.7304,
exp1_baseline,CIFAR-100,Random,42,14,0.516,0.7304,
exp1_baseline,CIFAR-100,Random,42,15,0.0962,0.7304,
exp1_baseline,CIFAR-100,Random,42,16,0.079,0.7304,
exp1_baseline,CIFAR-100,Random,42,17,0.7636,0.7636,
exp1_baseline,CIFAR-100,Random,42,18,0.7214,0.7636,
exp1_baseline,CIFAR-100,Random,42,19,0.522,0.7636,
exp1_baseline,CIFAR-100,Random,42,20,0.6284,0.7636,
exp1_baseline,CIFAR-100,Random,42,21,0.6474,0.7636,
exp1_baseline,CIFAR-100,Random,42,22,0.756,0.7636,
exp1_baseline,CIFAR-100,Random,42,23,0.7,0.7636,
exp1_baseline,CIFAR-100,Random,42,24,0.5384,0.7636,
exp1_baseline,CIFAR-100,Random,42,25,0.1382,0.7636,
exp1_baseline,CIFAR-100,Random,43,1,0.5836,0.5836,
exp1_baseline,CIFAR-100,Random,43,2,0.6268,0.6268,
exp1_baseline,CIFAR-100,Random,43,3,0.6934,0.6934,
exp1_baseline,CIFAR-100,Random,43,4,0.5278,0.6934,
exp1_baseline,CIFAR-100,Random,43,5,0.5478,0.6934,
exp1_baseline,CIFAR-100,Random,43,6,0.6644,0.6934,
exp1_baseline,CIFAR-100,Random,43,7,0.0316,0.6934,
exp1_baseline,CIFAR-100,Random,43,8,0.4886,0.6934,
exp1_baseline,CIFAR-100,Random,43,9,0.3718,0.6934,
exp1_baseline,CIFAR-100,Random,43,10,0.5164,0.6934,
exp1_baseline,CIFAR-100,Random,43,11,0.5994,0.6934,
exp1_baseline,CIFAR-100,Random,43,12,0.7112,0.7112,
exp1_baseline,CIFAR-100,Random,43,13,0.455,0.7112,
exp1_baseline,CIFAR-100,Random,43,14,0.525,0.7112,
exp1_baseline,CIFAR-100,Random,43,15,0.0992,0.7112,
exp1_baseline,CIFAR-100,Random,43,16,0.0904,0.7112,
exp1_baseline,CIFAR-100,Random,43,17,0.7612,0.7612,
exp1_baseline,CIFAR-100,Random,43,18,0.718,0.7612,
exp1_baseline,CIFAR-100,Random,43,19,0.5358,0.7612,
exp1_baseline,CIFAR-100,Random,43,20,0.6238,0.7612,
exp1_baseline,CIFAR-100,Random,43,21,0.6664,0.7612,
exp1_baseline,CIFAR-100,Random,43,22,0.7594,0.7612,
exp1_baseline,CIFAR-100,Random,43,23,0.6858,0.7612,
exp1_baseline,CIFAR-100,Random,43,24,0.5378,0.7612,
exp1_baseline,CIFAR-100,Random,43,25,0.149,0.7612,
exp1_baseline,CIFAR-100,Random,44,1,0.5888,0.5888,
exp1_baseline,CIFAR-100,Random,44,2,0.6312,0.6312,
exp1_baseline,CIFAR-100,Random,44,3,0.734,0.734,
exp1_baseline,CIFAR-100,Random,44,4,0.5296,0.734,
exp1_baseline,CIFAR-100,Random,44,5,0.5458,0.734,
exp1_baseline,CIFAR-100,Random,44,6,0.6654,0.734,
exp1_baseline,CIFAR-100,Random,44,7,0.0288,0.734,
exp1_baseline,CIFAR-100,Random,44,8,0.5002,0.734,
exp1_baseline,CIFAR-100,Random,44,9,0.3824,0.734,
exp1_baseline,CIFAR-100,Random,44,10,0.5234,0.734,
exp1_baseline,CIFAR-100,Random,44,11,0.6042,0.734,
exp1_baseline,CIFAR-100,Random,44,12,0.7116,0.734,
exp1_baseline,CIFAR-100,Random,44,13,0.4638,0.734,
exp1_baseline,CIFAR-100,Random,44,14,0.5218,0.734,
exp1_baseline,CIFAR-100,Random,44,15,0.0986,0.734,
exp1_baseline,CIFAR-100,Random,44,16,0.0888,0.734,
exp1_baseline,CIFAR-100,Random,44,17,0.755,0.755,
exp1_baseline,CIFAR-100,Random,44,18,0.7242,0.755,
exp1_baseline,CIFAR-100,Random,44,19,0.5238,0.755,
exp1_baseline,CIFAR-100,Random,44,20,0.6222,0.755,
exp1_baseline,CIFAR-100,Random,44,21,0.6692,0.755,
exp1_baseline,CIFAR-100,Random,44,22,0.761,0.761,
exp1_baseline,CIFAR-100,Random,44,23,0.7016,0.761,
exp1_baseline,CIFAR-100,Random,44,24,0.5388,0.761,
exp1_baseline,CIFAR-100,Random,44,25,0.1276,0.761,
